000001|0000|00000000|BANCO DO BRASIL SA|L|2103307|201105|201105|2|1||3||2.3|1
000002|0400|1101060038|1|024880|2|PCA.FERREIRA BAYMA,100  - CENTRO|024880|2103307|1||
000003|0430|1101060038|5010101145|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000004|0430|1101060038|5010101161|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000005|0430|1101060038|5010101188|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000006|0430|1101060038|501010120X|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000007|0430|1101060038|5010101226|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000008|0430|1101060038|5010101242|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000009|0430|1101060038|5010101269|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000010|0430|1101060038|5010101404|151000018|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000011|0430|1101060038|5010101501|151000009|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000012|0430|1101060038|501010165X|151000005|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000013|0430|1101060038|501010201X|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000014|0430|1101060038|5010102028|150800012|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000015|0430|1101060038|5010102036|151000009|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000016|0430|1101060038|5010102044|280100001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000017|0430|1101060038|5010103016|150800001|95,00|0,00|95,00|0,00||95,00|5,00|0,00|||
000018|0430|1101060038|5010103024|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000019|0430|1101060038|5010103032|150800012|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000020|0430|1101060038|5010103040|150800012|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000021|0430|1101060038|5010103059|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000022|0430|1101060038|5010103067|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000023|0430|1101060038|5010103083|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000024|0430|1101060038|5010103091|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000025|0430|1101060038|5010103105|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000026|0430|1101060038|5010103113|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000027|0430|1101060038|5010103121|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000028|0430|1101060038|501010313X|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000029|0430|1101060038|5010103148|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000030|0430|1101060038|5010103156|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000031|0430|1101060038|5010103164|150800001|791,49|0,00|791,49|0,00||791,49|5,00|0,00|||
000032|0430|1101060038|5010103172|150800012|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000033|0430|1101060038|5010103180|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000034|0430|1101060038|5010103202|150700009|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000035|0430|1101060038|5010103210|150800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000036|0430|1101060038|5010103229|150800003|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000037|0430|1101060038|5010105019|151600006|1098,00|0,00|1098,00|0,00||1098,00|5,00|0,00|||
000038|0430|1101060038|5010105507|151600001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000039|0430|1101060038|5010105981|151600006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000040|0430|1101060038|5010106015|151800001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000041|0430|1101060038|5010113011|150700009|500,24|0,00|500,24|0,00||500,24|5,00|0,00|||
000042|0430|1101060038|501011302X|151700002|65,00|0,00|65,00|0,00||65,00|5,00|0,00|||
000043|0430|1101060038|5010113038|150200012|264,60|0,00|264,60|0,00||264,60|5,00|0,00|||
000044|0430|1101060038|5010113054|150700005|994,54|0,00|994,54|0,00||994,54|5,00|0,00|||
000045|0430|1101060038|5010113062|151400001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000046|0430|1101060038|5010113070|151700001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000047|0430|1101060038|5010113089|150700006|277,84|0,00|277,84|0,00||277,84|5,00|0,00|||
000048|0430|1101060038|5010113097|151000006|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000049|0430|1101060038|5010113100|151400001|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000050|0430|1101060038|5010113119|150700005|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000051|0430|1101060038|5010113127|150700009|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000052|0430|1101060038|5010113143|150200012|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000053|0430|1101060038|5010113151|150200009|5,07|0,00|5,07|0,00||5,07|5,00|0,00|||
000054|0430|1101060038|501011316X|150200009|1565,68|0,00|1565,68|0,00||1565,68|5,00|0,00|||
000055|0430|1101060038|5010113178|151500003|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
000056|0430|1101060038|5010113186|150700005|0,00|0,00|0,00|0,00||0,00|5,00|0,00|||
